"total","Kingdom","Phylum","Class","Order","Family","Genus","Species","taxid","numseqs","pctseqs","patient_ID"
4470231,"Bacteria","Actinobacteria","","","","Bacteria|Actinobacteria||||","",201174,755,0.000168895074997243,"covid_054"
4470231,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Clostridiaceae|Clostridium","Clostridium perfringens",1502,741,0.000165763245791996,"covid_054"
4470231,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus","Streptococcus sp. oral taxon 061",712623,730,0.000163302522845016,"covid_054"
4470231,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Ruminococcus","Ruminococcus albus",697329,730,0.000163302522845016,"covid_054"
4470231,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Eubacteriaceae|Eubacterium","Eubacterium callanderi",53442,706,0.000157933672778879,"covid_054"
4470231,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus","",1386,705,0.00015770997069279,"covid_054"
4470231,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales||Phocaeicola","Phocaeicola dorei",997877,684,0.000153012226884919,"covid_054"
4470231,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae|","",186817,655,0.000146524866388337,"covid_054"
4470231,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Lactococcus","Lactococcus cremoris",1104322,655,0.000146524866388337,"covid_054"
4470231,"Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Bacteria|Actinobacteria|Coriobacteriia|Eggerthellales|Eggerthellaceae|Adlercreutzia","",447020,649,0.000145182653871802,"covid_054"
4470231,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Muribaculaceae|Duncaniella","Duncaniella dubosii",2518971,647,0.000144735249699624,"covid_054"
4470231,"Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bacteria|Actinobacteria|Actinomycetia|Bifidobacteriales|Bifidobacteriaceae|Bifidobacterium","Bifidobacterium catenulatum",1686,646,0.000144511547613535,"covid_054"
4470231,"Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Bacteria|Actinobacteria|Coriobacteriia|Eggerthellales|Eggerthellaceae|Gordonibacter","Gordonibacter urolithinfaciens",1335613,623,0.000139366399633486,"covid_054"
4470231,"Bacteria","Firmicutes","Clostridia","","","Bacteria|Firmicutes|Clostridia|||","",186801,622,0.000139142697547397,"covid_054"
4470231,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Ligilactobacillus","Ligilactobacillus ruminis",1069534,619,0.00013847159128913,"covid_054"
4470231,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides","Bacteroides sp. HF-162",2785531,608,0.000136010868342151,"covid_054"
4470231,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Rikenellaceae|Alistipes","Alistipes megaguti",2364787,605,0.000135339762083883,"covid_054"
4470231,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales||Phocaeicola","Phocaeicola salanitronis",667015,592,0.000132431634964726,"covid_054"
4470231,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus","Streptococcus pasteurianus",981540,590,0.000131984230792547,"covid_054"
4470231,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Anaerotignum","Anaerotignum propionicum",991789,590,0.000131984230792547,"covid_054"
4470231,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Tannerellaceae|Parabacteroides","Parabacteroides sp. CT06",2025876,588,0.000131536826620369,"covid_054"
4470231,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides","Bacteroides heparinolyticus",28113,587,0.00013131312453428,"covid_054"
4470231,"Bacteria","Chloroflexi","Dehalococcoidia","Dehalococcoidales","Dehalococcoidaceae","Bacteria|Chloroflexi|Dehalococcoidia|Dehalococcoidales|Dehalococcoidaceae|Dehalococcoides","Dehalococcoides mccartyi",243164,568,0.000127062784898588,"covid_054"
4470231,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|","",543,550,0.000123036147348985,"covid_054"
4470231,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Herbinix","Herbinix luporum",1679721,549,0.000122812445262896,"covid_054"
4470231,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides","Bacteroides sp. M10",2763022,546,0.000122141339004629,"covid_054"
4470231,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Lacrimispora","",2719231,534,0.00011945691397156,"covid_054"
4470231,"Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Bacteria|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter","Campylobacter coli",195,531,0.000118785807713293,"covid_054"
4470231,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales||Phocaeicola","Phocaeicola vulgatus",821,522,0.000116772488938491,"covid_054"
4470231,"Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Bacteria|Actinobacteria|Coriobacteriia|Eggerthellales|Eggerthellaceae|Eggerthella","Eggerthella sp. YY7918",502558,511,0.000114311765991511,"covid_054"
4470231,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Lactococcus","",1357,508,0.000113640659733244,"covid_054"
4470231,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus","Streptococcus sp. oral taxon 431",712633,508,0.000113640659733244,"covid_054"
4470231,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella","Prevotella scopos",1236518,506,0.000113193255561066,"covid_054"
4470231,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Intestinibaculum","Intestinibaculum porci",2487118,502,0.00011229844721671,"covid_054"
4470231,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiales Family XIII. Incertae Sedis","Bacteria|Firmicutes|Clostridia|Eubacteriales|Clostridiales Family XIII. Incertae Sedis|Aminipila","Aminipila sp. JN-18",2507160,483,0.000108048107581018,"covid_054"
4470231,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales||Phocaeicola","",909656,471,0.000105363682547949,"covid_054"
4470231,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Bacteria|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Olivibacter","Olivibacter sp. SDN3",2764720,470,0.00010513998046186,"covid_054"
4470231,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus","Streptococcus pneumoniae",1313,468,0.000104692576289682,"covid_054"
4470231,"Bacteria","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","Bacteria|Firmicutes|Tissierellia|Tissierellales|Peptoniphilaceae|Murdochiella","Murdochiella vaginalis",1852373,466,0.000104245172117504,"covid_054"
4470231,"Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","","Bacteria|Proteobacteria|Alphaproteobacteria|Hyphomicrobiales||","",356,465,0.000104021470031414,"covid_054"
4470231,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus","Streptococcus sp. A12",1759399,462,0.000103350363773147,"covid_054"
4470231,"Bacteria","Actinobacteria","Actinomycetia","Micrococcales","Micrococcaceae","Bacteria|Actinobacteria|Actinomycetia|Micrococcales|Micrococcaceae|Rothia","Rothia mucilaginosa",43675,456,0.000102008151256613,"covid_054"
4470231,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Rikenellaceae|Alistipes","Alistipes indistinctus",626932,456,0.000102008151256613,"covid_054"
1293,"Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Bacteria|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus","Staphylococcus aureus",1280,258,0.19953596287703,"covid_055"
1293,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Pasteurella","Pasteurella multocida",44283,208,0.160866202629544,"covid_055"
1293,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Klebsiella","Klebsiella pneumoniae",72407,203,0.156999226604795,"covid_055"
1293,"Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Bacteria|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus","Staphylococcus haemolyticus",1283,62,0.0479505027068832,"covid_055"
1293,"Bacteria","","","","","Bacteria|||||","",2,45,0.0348027842227378,"covid_055"
1293,"","","","","","|||||","",1,40,0.0309358081979892,"covid_055"
1293,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia","Burkholderia pseudomallei",320371,37,0.02861562258314,"covid_055"
1293,"Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Viruses|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|","BeAn 58058 virus",67082,36,0.0278422273781903,"covid_055"
1293,"Bacteria","Proteobacteria","Gammaproteobacteria","","","Bacteria|Proteobacteria|Gammaproteobacteria|||","",1236,32,0.0247486465583913,"covid_055"
1293,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Ralstonia","Ralstonia solanacearum",305,19,0.0146945088940449,"covid_055"
1293,"Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|Neisseria","Neisseria gonorrhoeae",485,19,0.0146945088940449,"covid_055"
1293,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas","Pseudomonas putida",1196325,17,0.0131477184841454,"covid_055"
1293,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Paracoccus","Paracoccus mutanolyticus",1499308,16,0.0123743232791957,"covid_055"
1293,"Bacteria","Proteobacteria","","","","Bacteria|Proteobacteria||||","",1224,15,0.0116009280742459,"covid_055"
1293,"Eukaryota","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Eukaryota|Ascomycota|Leotiomycetes|Helotiales|Sclerotiniaceae|Botrytis","Botrytis cinerea",332648,15,0.0116009280742459,"covid_055"
1293,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus","Bacillus cereus",526991,14,0.0108275328692962,"covid_055"
1293,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Viruses|Artverviricota|Revtraviricetes|Ortervirales|Retroviridae|","Human endogenous retrovirus K",166122,12,0.00928074245939675,"covid_055"
1293,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia","Escherichia coli",562,11,0.00850734725444702,"covid_055"
1293,"","","","","","|||||","",131567,9,0.00696055684454756,"covid_055"
1293,"Viruses","Uroviricota","Caudoviricetes","Caudovirales","Siphoviridae","Viruses|Uroviricota|Caudoviricetes|Caudovirales|Siphoviridae|Gorganvirus","Proteus virus Isfahan",1969841,9,0.00696055684454756,"covid_055"
1293,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus","Streptococcus pneumoniae",1313,8,0.00618716163959783,"covid_055"
1293,"Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Eukaryota|Ascomycota|Saccharomycetes|Saccharomycetales|Saccharomycetaceae|Kluyveromyces","Kluyveromyces marxianus",1003335,7,0.00541376643464811,"covid_055"
1293,"Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Bacteria|Proteobacteria|Gammaproteobacteria|Legionellales|Legionellaceae|Legionella","Legionella israelensis",454,6,0.00464037122969838,"covid_055"
1293,"Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Eukaryota|Ascomycota|Saccharomycetes|Saccharomycetales|Debaryomycetaceae|Candida","Candida dubliniensis",573826,6,0.00464037122969838,"covid_055"
1293,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides","Bacteroides fragilis",817,4,0.00309358081979892,"covid_055"
1293,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides","Bacteroides zhangwenhongi",2650157,4,0.00309358081979892,"covid_055"
1293,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae|Oceanobacillus","Oceanobacillus kimchii",1238184,4,0.00309358081979892,"covid_055"
1293,"Eukaryota","Ascomycota","","","","Eukaryota|Ascomycota||||","",4890,4,0.00309358081979892,"covid_055"
1293,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales||Phocaeicola","Phocaeicola vulgatus",821,3,0.00232018561484919,"covid_055"
1293,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus","Streptococcus sanguinis",1305,3,0.00232018561484919,"covid_055"
1293,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus","Streptococcus sp. HSISM1",1316408,3,0.00232018561484919,"covid_055"
1293,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Enterocloster","Enterocloster clostridioformis",1531,3,0.00232018561484919,"covid_055"
1293,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Faecalibacterium","Faecalibacterium prausnitzii",853,3,0.00232018561484919,"covid_055"
1293,"Eukaryota","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Eukaryota|Ascomycota|Eurotiomycetes|Eurotiales|Aspergillaceae|Aspergillus","Aspergillus oryzae",510516,3,0.00232018561484919,"covid_055"
1293,"Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Eukaryota|Ascomycota|Saccharomycetes|Saccharomycetales|Saccharomycetaceae|Naumovozyma","Naumovozyma castellii",1064592,3,0.00232018561484919,"covid_055"
1293,"Eukaryota","Ascomycota","Sordariomycetes","","","Eukaryota|Ascomycota|Sordariomycetes|||","",222544,3,0.00232018561484919,"covid_055"
1293,"Eukaryota","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Eukaryota|Ascomycota|Sordariomycetes|Hypocreales|Clavicipitaceae|Pochonia","Pochonia chlamydosporia",1380566,3,0.00232018561484919,"covid_055"
1293,"Eukaryota","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Eukaryota|Ascomycota|Sordariomycetes|Sordariales|Chaetomiaceae|Thermothelomyces","Thermothelomyces thermophilus",573729,3,0.00232018561484919,"covid_055"
1293,"Bacteria","Actinobacteria","Actinomycetia","Propionibacteriales","Propionibacteriaceae","Bacteria|Actinobacteria|Actinomycetia|Propionibacteriales|Propionibacteriaceae|Cutibacterium","Cutibacterium acnes",1747,2,0.00154679040989946,"covid_055"
1293,"Bacteria","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Bacteria|Actinobacteria|Actinomycetia|Streptomycetales|Streptomycetaceae|Streptomyces","",1883,2,0.00154679040989946,"covid_055"
1293,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales||","",171549,2,0.00154679040989946,"covid_055"
1293,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides","",816,2,0.00154679040989946,"covid_055"
1293,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides","",2646097,2,0.00154679040989946,"covid_055"
1293,"Bacteria","Chlamydiae","Chlamydiia","Parachlamydiales","Parachlamydiaceae","Bacteria|Chlamydiae|Chlamydiia|Parachlamydiales|Parachlamydiaceae|Candidatus Protochlamydia","Candidatus Protochlamydia naegleriophila",389348,2,0.00154679040989946,"covid_055"
1293,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|","",1300,2,0.00154679040989946,"covid_055"
1293,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus","Streptococcus mitis",28037,2,0.00154679040989946,"covid_055"
1293,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus","Streptococcus sp. oral taxon 061",712623,2,0.00154679040989946,"covid_055"
1293,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Flavonifractor","Flavonifractor plautii",292800,2,0.00154679040989946,"covid_055"
1293,"Bacteria","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","Bacteria|Firmicutes|Negativicutes|Acidaminococcales|Acidaminococcaceae|Phascolarctobacterium","Phascolarctobacterium faecium",33025,2,0.00154679040989946,"covid_055"
1293,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Acetobacteraceae|Acetobacter","Acetobacter pasteurianus",438,2,0.00154679040989946,"covid_055"
1293,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Sphingomonas","Sphingomonas sp. AAP5",1523415,2,0.00154679040989946,"covid_055"
1293,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|","",543,2,0.00154679040989946,"covid_055"
1293,"Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Bacteria|Proteobacteria|Gammaproteobacteria|Legionellales|Legionellaceae|Legionella","Legionella sp. TUM19329",2708020,2,0.00154679040989946,"covid_055"
1293,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas","",286,2,0.00154679040989946,"covid_055"
1293,"Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio","Vibrio fluvialis",676,2,0.00154679040989946,"covid_055"
1293,"Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Eukaryota|Ascomycota|Saccharomycetes|Saccharomycetales|Saccharomycetaceae|Saccharomyces","Saccharomyces cerevisiae",559292,2,0.00154679040989946,"covid_055"
1293,"Eukaryota","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Eukaryota|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Fusarium","",5506,2,0.00154679040989946,"covid_055"
1293,"Eukaryota","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Eukaryota|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Fusarium","Fusarium verticillioides",334819,2,0.00154679040989946,"covid_055"
1293,"Archaea","Crenarchaeota","Thermoprotei","Desulfurococcales","Desulfurococcaceae","Archaea|Crenarchaeota|Thermoprotei|Desulfurococcales|Desulfurococcaceae|Staphylothermus","Staphylothermus marinus",399550,1,0.000773395204949729,"covid_055"
1293,"Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Archaea|Euryarchaeota|Methanobacteria|Methanobacteriales|Methanobacteriaceae|Methanobacterium","",2160,1,0.000773395204949729,"covid_055"
1293,"Bacteria","","","","","Bacteria|||||","",1783272,1,0.000773395204949729,"covid_055"
1293,"Bacteria","Actinobacteria","Actinomycetia","Geodermatophilales","Geodermatophilaceae","Bacteria|Actinobacteria|Actinomycetia|Geodermatophilales|Geodermatophilaceae|Modestobacter","Modestobacter marinus",477641,1,0.000773395204949729,"covid_055"
1293,"Bacteria","Actinobacteria","Actinomycetia","Nakamurellales","Nakamurellaceae","Bacteria|Actinobacteria|Actinomycetia|Nakamurellales|Nakamurellaceae|Nakamurella","Nakamurella multipartita",479431,1,0.000773395204949729,"covid_055"
1293,"Bacteria","Actinobacteria","Actinomycetia","Propionibacteriales","Propionibacteriaceae","Bacteria|Actinobacteria|Actinomycetia|Propionibacteriales|Propionibacteriaceae|Propionibacterium","Propionibacterium freudenreichii",1744,1,0.000773395204949729,"covid_055"
1293,"Bacteria","Actinobacteria","Actinomycetia","Propionibacteriales","Propionibacteriaceae","Bacteria|Actinobacteria|Actinomycetia|Propionibacteriales|Propionibacteriaceae|Tessaracoccus","Tessaracoccus defluvii",1285901,1,0.000773395204949729,"covid_055"
1293,"Bacteria","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Bacteria|Actinobacteria|Actinomycetia|Streptomycetales|Streptomycetaceae|Streptomyces","Streptomyces glomeroaurantiacus",68210,1,0.000773395204949729,"covid_055"
1293,"Bacteria","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Bacteria|Actinobacteria|Actinomycetia|Streptomycetales|Streptomycetaceae|Streptomyces","Streptomyces luteoverticillatus",66425,1,0.000773395204949729,"covid_055"
1293,"Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Bacteria|Actinobacteria|Coriobacteriia|Eggerthellales|Eggerthellaceae|Adlercreutzia","Adlercreutzia sp. 8CFCBH1",2707299,1,0.000773395204949729,"covid_055"
1293,"Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Bacteria|Actinobacteria|Coriobacteriia|Eggerthellales|Eggerthellaceae|Eggerthella","Eggerthella lenta",84112,1,0.000773395204949729,"covid_055"
1293,"Bacteria","Bacteroidetes","","Bacteroidetes Order II. Incertae sedis","Rhodothermaceae","Bacteria|Bacteroidetes||Bacteroidetes Order II. Incertae sedis|Rhodothermaceae|Salinibacter","Salinibacter ruber",146919,1,0.000773395204949729,"covid_055"
1293,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides","Bacteroides caccae",47678,1,0.000773395204949729,"covid_055"
1293,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides","Bacteroides ovatus",28116,1,0.000773395204949729,"covid_055"
1293,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella","Prevotella copri",165179,1,0.000773395204949729,"covid_055"
1293,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cyclobacteriaceae","Bacteria|Bacteroidetes|Cytophagia|Cytophagales|Cyclobacteriaceae|Aquiflexum","Aquiflexum balticum",758820,1,0.000773395204949729,"covid_055"
1293,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cyclobacteriaceae","Bacteria|Bacteroidetes|Cytophagia|Cytophagales|Cyclobacteriaceae|Cyclobacterium","Cyclobacterium marinum",880070,1,0.000773395204949729,"covid_055"
1293,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|","",49546,1,0.000773395204949729,"covid_055"
